post_date,ticker,open,high,low,close,vol,comment_num_sum,comp_max,comp_mean,comp_median,comp_min,comp_std,like_num_sum,neg_max,neg_mean,neg_median,neg_min,neg_std,neu_max,neu_mean,neu_median,neu_min,neu_std,count,pos_max,pos_mean,pos_median,pos_min,pos_std,retweet_num_sum,relative_count,diffs,bin_2,bin_3
2015-01-02 18:00:00,AMZN,15.6625,15.679499999999999,15.4315,15.447999999999999,509208.0,0.0,0.7603,0.2536219444444444,0.08895,0.0,0.3078395336340924,11.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9914472222222224,0.99775,0.739,0.2974946427951772,18.0,0.261,0.0974416666666666,0.05225,0.0,0.1049498343047202,4.0,0.1451612903225806,-1.454452666496553,-1,-1
2015-01-02 19:00:00,AMZN,15.441999999999998,15.506,15.348005,15.4875,427854.0,0.0,0.5106,-0.02036,0.0,-0.6124,0.3980180498419639,0.0,0.25,0.05,0.0,0.0,0.1118033988749894,1.0,0.9118,1.0,0.75,0.1225610052178097,5.0,0.191,0.0382,0.0,0.0,0.0854177967404919,0.0,0.0641025641025641,0.2556965302952019,1,1
2015-01-02 20:00:00,AMZN,15.488499999999998,15.496500000000001,15.4025,15.419999999999998,209933.0,0.0,0.5473,0.0183616666666666,0.0772,-0.569415,0.5606777683378692,1.0,0.15015,0.05005,0.0,0.0,0.0866891429188223,0.925,0.8702833333333334,0.89985,0.786,0.0740667998048608,3.0,0.214,0.0963333333333333,0.075,0.0,0.1085833013558407,0.0,0.034090909090909,-0.43583535108960847,-1,-1
2015-01-02 21:00:00,AMZN,15.4205,15.424000000000001,15.3625,15.4175,158209.0,0.0,0.6369,0.2922515384615384,0.4201,-0.2185,0.2595415131164362,5.0,0.279,0.0335384615384615,0.0,0.0,0.0793427326903304,1.1,0.8635615384615385,0.874,0.523,0.1452848325328647,13.0,0.198,0.1221307692307692,0.144,0.0,0.0739594864843289,1.0,0.0902777777777777,-0.01621271076522879,-1,0
2015-01-02 22:00:00,AMZN,15.410499999999999,15.433000000000002,15.386000000000001,15.401,187600.0,0.0,0.600495,0.346465,0.4389,0.0,0.3107357931989811,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9053666666666668,0.874,0.8421000000000001,0.0834925345964136,3.0,0.2079,0.1113,0.126,0.0,0.1047266441742501,1.0,0.0461538461538461,-0.10702124209502895,-1,0
2015-01-02 23:00:00,AMZN,15.401499999999999,15.466,15.37475,15.425999999999998,341388.0,0.0,0.7964,0.4235,0.4488,0.0,0.4325653553703378,0.0,0.085,0.02125,0.0,0.0,0.0425,1.0,0.7435,0.6885,0.597,0.1915280658284837,4.0,0.403,0.23525,0.269,0.0,0.2013891340994676,0.0,0.0701754385964912,0.1623271216154798,1,1
2015-01-05 17:00:00,AMZN,15.3505,15.419,15.157499999999999,15.1915,317745.0,0.0,0.8658,0.2585803125,0.1779,-0.1449,0.2876072589978027,4.0,0.171,0.0175625,0.0,0.0,0.0492652260727584,1.1,0.84301875,0.8793500000000001,0.545,0.1606749605829525,16.0,0.455,0.15185625,0.13615,0.0,0.1410222959617851,1.0,0.0737327188940092,-1.520160767535328,-1,-1
2015-01-05 18:00:00,AMZN,15.179499999999999,15.267500000000002,15.135595,15.1645,383604.0,0.0,1.32627,0.0391515789473684,0.0,-0.73143,0.4606755158642717,8.0,0.386,0.0610236842105263,0.0,0.0,0.1168631373877877,2.7324,0.998042105263158,1.0,0.614,0.4364085051948836,19.0,0.5676,0.0777763157894736,0.0,0.0,0.1461725771975079,3.0,0.1225806451612903,-0.17773096797550902,-1,-1
2015-01-05 19:00:00,AMZN,15.161000000000001,15.2225,15.137,15.153,247073.0,2.0,0.70059,0.0913427272727272,0.0,-0.5859,0.3152678504282293,26.0,0.378,0.0593613636363636,0.0,0.0,0.1099127705347444,18.0,1.6824272727272729,0.898525,0.523,3.6487448561352105,22.0,0.2508,0.0854840909090909,0.043,0.0,0.0948693329273827,14.0,0.1215469613259668,-0.07583500939694066,-1,0
2015-01-05 20:00:00,AMZN,15.153,15.169999999999998,15.062999999999999,15.0805,223287.0,0.0,0.6249,0.1839465384615384,0.001575,0.0,0.2453067415110502,9.0,0.171,0.0216346153846153,0.0,0.0,0.0542458346504418,1.1,0.898626923076923,0.9723,0.325,0.2038315446385656,13.0,0.504,0.1142730769230769,0.0777,0.0,0.1527662656579551,0.0,0.0878378378378378,-0.4784531115950674,-1,-1
